Approved symbol	Previous symbols	Synonyms	NCBI Gene ID	Ensembl gene ID
SNRNP70	RNPU1Z, RPU1, SNRP70	U1-70K, Snp1	6625	ENSG00000104852
SNRNP200	ASCC3L1, RP33	U5-200KD, HELIC2, KIAA0788, BRR2	23020	ENSG00000144028
SNRPA		U1A, U1-A, Mud1	6626	
SNRPA1		Lea1, U2A'	6627	ENSG00000131876
SNRPB	SNRPB1	COD, SmB/SmB', Sm-B/B', snRNP-B	6628	ENSG00000125835
SNRPB1~withdrawn				
SNRPB2		Msl1, U2B''	6629	ENSG00000125870
SNRPBL1~withdrawn				
SNRPBP1			100499258	ENSG00000223550
SNRPC		U1-C, Yhc1	6631	ENSG00000124562
SNRPCP1			100288596	ENSG00000238001
SNRPCP2			100129566	ENSG00000251235
SNRPCP3			100128469	ENSG00000244668
SNRPCP4			100310848	ENSG00000264186
SNRPCP5				ENSG00000255522
SNRPCP6			100310856	ENSG00000254683
SNRPCP7			100310852	
SNRPCP8			100310851	ENSG00000250580
SNRPCP9			100310853	ENSG00000231812
SNRPCP10			106481701	ENSG00000243794
SNRPCP11			100310850	ENSG00000241346
SNRPCP12			100310854	
SNRPCP13				ENSG00000249799
SNRPCP14			100310855	ENSG00000254805
SNRPCP15			100310857	ENSG00000230106
SNRPCP16				ENSG00000250342
SNRPCP17				ENSG00000254311
SNRPCP18			100289564	ENSG00000259464
SNRPCP19			100310849	ENSG00000234999
SNRPCP20				ENSG00000267182
SNRPD1	SNRPD	HsT2456, Sm-D1	6632	ENSG00000167088
SNRPD2	SNRPD1	Sm-D2	6633	ENSG00000125743
SNRPD2P1	SNRPD2P	bA478K7.1	119358	ENSG00000228938
SNRPD2P2			645339	ENSG00000223982
SNRPD3		SMD3, Sm-D3	6634	ENSG00000100028
SNRPE		Sm-E	6635	ENSG00000182004
SNRPEP1			100129454	
SNRPEP2	SNRPEL1	bA390F4.4	414153	ENSG00000256968
SNRPEP3			100129329	ENSG00000227624
SNRPEP4			100130109	ENSG00000233270
SNRPEP5				ENSG00000225642
SNRPEP6				ENSG00000217824
SNRPEP7				ENSG00000225990
SNRPEP8				ENSG00000231399
SNRPEP9				ENSG00000214124
SNRPEP10				ENSG00000227002
SNRPF		Sm-F	6636	ENSG00000139343
SNRPFP1		dJ1041C10.2	170550	ENSG00000231878
SNRPFP2				ENSG00000229786
SNRPFP3				ENSG00000225501
SNRPFP4				ENSG00000235627
SNRPG		Sm-G	6637	ENSG00000143977
SNRPGP1	SNRPGP		326272	ENSG00000258577
SNRPGP2		HsT2742	100130003	ENSG00000264350
SNRPGP3				ENSG00000239919
SNRPGP4			100130368	ENSG00000267203
SNRPGP5				ENSG00000235763
SNRPGP6				ENSG00000205433
SNRPGP7				ENSG00000242915
SNRPGP8				ENSG00000226718
SNRPGP9			100506574	ENSG00000228551
SNRPGP10			100130289	ENSG00000235363
SNRPGP11				ENSG00000229906
SNRPGP12			100874427	ENSG00000226734
SNRPGP13			100874428	ENSG00000231480
SNRPGP14			100874434	ENSG00000236577
SNRPGP15			100130932	ENSG00000224543
SNRPGP16				ENSG00000255287
SNRPGP17				ENSG00000271063
SNRPGP18				ENSG00000257979
SNRPGP19				ENSG00000270526
SNRPGP20				ENSG00000271496
SNRPN	PWCR	SMN, SM-D, HCERN3, SNRNP-N, SNURF-SNRPN, RT-LI	6638	ENSG00000128739
SNRPNL1~withdrawn				
SNRPNP1~withdrawn				
SNT1~withdrawn				
SNT2B1~withdrawn				
SNT2B2~withdrawn				
SNTA1	SNT1	TACIP1, LQT12	6640	ENSG00000101400
SNTB1	SNT2B1	59-DAP, A1B, BSYN2, TIP-43, SNT2	6641	ENSG00000172164
SNTB2	SNT2B2, SNTL, D16S2531E	EST25263, SNT3	6645	ENSG00000168807
SNTG1		SYN4, G1SYN	54212	ENSG00000147481
SNTG2		SYN5, G2SYN	54221	ENSG00000172554
SNTG2-AS1			101060391	ENSG00000235688
SNTL~withdrawn				
SNTN		FLJ44379, S100AL	132203	ENSG00000188817
SNU13	SSFA1, NHP2L1	FA-1, SPAG12, SNRNP15-5, 15.5K	4809	ENSG00000100138
SNUPN	RNUT1	SNURPORTIN-1, Snurportin1	10073	ENSG00000169371
SNURF			8926	ENSG00000273173
SNURFL	CXorf19		727686	ENSG00000173954
SNW1	SKIIP	NCoA-62, SKIP, Prp45, PRPF45, Bx42, SKIP1, FUN20	22938	ENSG00000100603
SNX1		SNX1A, MGC8664, HsT17379, Vps5	6642	ENSG00000028528
SNX2			6643	ENSG00000205302
SNX2P1			100418968	
SNX2P2				ENSG00000236460
SNX3		Grd19	8724	ENSG00000112335
SNX3P1X				ENSG00000230543
SNX3P1Y			100873885	ENSG00000278585
SNX4		ATG24B	8723	ENSG00000114520
SNX5			27131	ENSG00000089006
SNX5P1			100131940	ENSG00000249858
SNX5P2			728467	
SNX6			58533	ENSG00000129515
SNX6P1			126506	ENSG00000267920
SNX7			51375	ENSG00000162627
SNX8		Mvp1	29886	ENSG00000106266
SNX9		SH3PX1, SDP1, SH3PXD3A	51429	ENSG00000130340
SNX10			29887	ENSG00000086300
SNX11			29916	ENSG00000002919
SNX12			29934	ENSG00000147164
SNX13		RGS-PX1, KIAA0713	23161	ENSG00000071189
SNX14		RGS-PX2	57231	ENSG00000135317
SNX15			29907	ENSG00000110025
SNX16			64089	ENSG00000104497
SNX17		KIAA0064	9784	ENSG00000115234
SNX18	SNAG1	SH3PX2, SH3PXD3B	112574	ENSG00000178996
SNX18P1Y			100418999	ENSG00000274162
SNX18P2			642952	ENSG00000232843
SNX18P3			100418975	ENSG00000225345
SNX18P4			100418976	ENSG00000229146
SNX18P5	SNX18P6		100418977	ENSG00000275144
SNX18P6~withdrawn				
SNX18P7			100418980	ENSG00000234373
SNX18P8			100418981	ENSG00000231390
SNX18P9			644576	ENSG00000224185
SNX18P10			100419040	ENSG00000279213
SNX18P11			100419043	
SNX18P12			100419041	ENSG00000279718
SNX18P13			100419042	ENSG00000230965
SNX18P14			100418972	ENSG00000235571
SNX18P15			100419019	
SNX18P16			100419020	
SNX18P17			100419024	
SNX18P18			100419021	
SNX18P19			100419022	
SNX18P20			100419026	
SNX18P21			100419025	
SNX18P22			100419027	
SNX18P23				ENSG00000250016
SNX18P24			100419004	ENSG00000251539
SNX18P25			100419005	ENSG00000249337
SNX18P26			100419038	ENSG00000227568
SNX18P27				ENSG00000253418
SNX19		KIAA0254, CHET8	399979	ENSG00000120451
SNX19P1	SNX19P		378810	ENSG00000228184
SNX19P2			400094	ENSG00000235500
SNX19P3			646442	ENSG00000264570
SNX19P4			100419047	
SNX20		SLIC-1, SLIC1	124460	ENSG00000167208
SNX21	C20orf161	dJ337O18.4, SNX-L	90203	ENSG00000124104
SNX22		FLJ13952	79856	ENSG00000157734
SNX24		SBBI31	28966	ENSG00000064652
SNX25		SBBI31	83891	ENSG00000109762
SNX25P1			100419028	ENSG00000236809
SNX27		MY014, KIAA0488, MGC20471	81609	ENSG00000143376
SNX29	RUNDC2A	FLJ12363	92017	ENSG00000048471
SNX29P1	RUNDC2B		100652781	ENSG00000158482
SNX29P2	RUNDC2C		440352	ENSG00000271699
SNX30		ATG24A	401548	ENSG00000148158
SNX31		MGC39715	169166	ENSG00000174226
SNX32	SNX6B	FLJ30934	254122	ENSG00000172803
SNX33	SH3PX3	MGC32065, SH3PXD3C, SNX30	257364	ENSG00000173548
SNX33P1			100533624	ENSG00000267609
SOAT~withdrawn				
SOAT1	SOAT, STAT	ACAT	6646	ENSG00000057252
SOAT2		ACAT2	8435	ENSG00000167780
SOBP		FLJ10159	55084	ENSG00000112320
SOCS1		SOCS-1, SSI-1, JAB, TIP3, Cish1	8651	ENSG00000185338
SOCS2		STATI2, SSI2, SOCS-2, SSI-2, CIS2, Cish2	8835	ENSG00000120833
SOCS2-AS1			144481	ENSG00000246985
SOCS2P1			276719	ENSG00000237662
SOCS2P2			266701	ENSG00000224465
SOCS3		SSI-3, CIS3, SOCS-3, Cish3	9021	ENSG00000184557
SOCS4	SOCS7		122809	ENSG00000180008
SOCS5		KIAA0671, SOCS-5, CIS6, CISH6, Cish5	9655	ENSG00000171150
SOCS5P1			100420754	ENSG00000236610
SOCS5P2			100128299	ENSG00000224682
SOCS5P3			100127945	ENSG00000235805
SOCS5P4			100132415	ENSG00000227536
SOCS5P5			643884	ENSG00000216904
SOCS6	SOCS4	CIS4, SSI4, HSPC060, STATI4, STAI4, Cish4	9306	ENSG00000170677
SOCS7		NAP4, NCKAP4	30837	ENSG00000274211
SOD1	ALS, ALS1	IPOA	6647	ENSG00000142168
SOD1P1				ENSG00000219074
SOD1P2			100652974	ENSG00000261282
SOD1P3			101060005	ENSG00000253651
SOD2			6648	ENSG00000112096
SOD2-OT1			100129518	ENSG00000285427
SOD2P1			100421046	ENSG00000234257
SOD3		EC-SOD	6649	ENSG00000109610
SOGA1	C20orf117, KIAA0889	dJ132F21.1, FLJ44670, SOGA	140710	ENSG00000149639
SOGA3	C6orf174	dJ403A15.3	387104	ENSG00000214338
SOHLH1	C9orf157	NOHLH, TEB2, bA100C15.3, bHLHe80, SPATA27	402381	ENSG00000165643
SOHLH2		FLJ20449, TEB1, bHLHe81, SPATA28	54937	ENSG00000120669
SON	C21orf50	DBP-5, NREBP, KIAA1019, BASS1, FLJ21099, FLJ33914	6651	ENSG00000159140
SONP1			148300	
SORBS1	SH3D5	FLJ12406, CAP, sh3p12, ponsin, KIAA1296	10580	ENSG00000095637
SORBS2		ARGBP2, KIAA0777	8470	ENSG00000154556
SORBS3		SCAM-1, SH3D4, vinexin	10174	ENSG00000120896
SORCS1		sorCS1	114815	ENSG00000108018
SORCS2		KIAA1329	57537	ENSG00000184985
SORCS3		KIAA1059, SORCS	22986	ENSG00000156395
SORCS3-AS1			100505890	ENSG00000226387
SORD			6652	ENSG00000140263
SORD2P			653381	ENSG00000259479
SORL1	C11orf32	gp250, LR11, LRP9, SorLA, SorLA-1	6653	ENSG00000137642
SORT1		Gp95, NT3	6272	ENSG00000134243
SOS1	GINGF	HGF, GF1	6654	ENSG00000115904
SOS1-IT1			100505911	ENSG00000229692
SOS2			6655	ENSG00000100485
SOST		VBCH, DAND6	50964	ENSG00000167941
SOSTDC1		DKFZp564D206, USAG1, DAND7	25928	ENSG00000171243
SOWAHA	ANKRD43		134548	ENSG00000198944
SOWAHB	ANKRD56		345079	ENSG00000186212
SOWAHC	C2orf26, ANKRD57	FLJ21870	65124	ENSG00000198142
SOWAHD	ANKRD58		347454	ENSG00000187808
SOX1			6656	ENSG00000182968
SOX1-OT	LINC00403		100505996	ENSG00000224243
SOX2			6657	ENSG00000181449
SOX2-OT	SOX2OT	DKFZp761J1324, NCRNA00043	347689	ENSG00000242808
SOX3	PHP		6658	ENSG00000134595
SOX4			6659	ENSG00000124766
SOX5		L-SOX5, MGC35153	6660	ENSG00000134532
SOX5-AS1			101928471	ENSG00000256120
SOX5P1	SOX5P	SOX29	6661	ENSG00000254376
SOX6			55553	
SOX7			83595	ENSG00000171056
SOX8			30812	ENSG00000005513
SOX9	CMD1, CMPD1	SRA1	6662	ENSG00000125398
SOX9-AS1		FLJ37644	400618	ENSG00000234899
SOX10		DOM, WS4, WS2E	6663	ENSG00000100146
SOX11			6664	ENSG00000176887
SOX12	SOX22		6666	ENSG00000177732
SOX13		Sox-13, ICA12, MGC117216	9580	ENSG00000143842
SOX14		SOX28	8403	ENSG00000168875
SOX15	SOX20	SOX27, SOX26	6665	ENSG00000129194
SOX17			64321	ENSG00000164736
SOX18			54345	ENSG00000203883
SOX21		SOX25	11166	ENSG00000125285
SOX21-AS1			100507533	ENSG00000227640
SOX30			11063	ENSG00000039600
SOX30P1			442142	
SP1			6667	ENSG00000185591
SP2		KIAA0048	6668	ENSG00000167182
SP2-AS1			100506325	ENSG00000234494
SP3		SPR-2	6670	ENSG00000172845
SP3P			160824	ENSG00000225530
SP4		SPR-1, HF1B, MGC130008, MGC130009	6671	ENSG00000105866
SP5			389058	ENSG00000204335
SP6		KLF14, Epfn	80320	ENSG00000189120
SP7		osterix, OSX	121340	ENSG00000170374
SP8			221833	ENSG00000164651
SP9		ZNF990	100131390	ENSG00000217236
SP100			6672	ENSG00000067066
SP110	IFI41, IFI75		3431	ENSG00000135899
SP140		LYSP100-B, LYSP100-A	11262	ENSG00000079263
SP140L			93349	ENSG00000185404
SPA17		SP17, CT22	53340	ENSG00000064199
SPA17P1		Sp17-2	171424	ENSG00000236797
SPAAR	LINC00961	SPAR	158376	ENSG00000235387
SPACA1		SAMP32	81833	ENSG00000118434
SPACA3		ALLP17, SLLP1, LYC3, LYZL3, CT54	124912	ENSG00000141316
SPACA4		SAMP14	171169	ENSG00000177202
SPACA5		SLLP2, LYZL5, LYC5, UNQ6288, dJ54B20.3, PNPK6288	389852	ENSG00000171489
SPACA5B		LYZL5B	729201	ENSG00000171478
SPACA6	NCRNA00085, LINC00085, SPACA6P	LET7EH	147650	ENSG00000182310
SPACA6P-AS	LINC01129			ENSG00000269959
SPACA7	C13orf28		122258	ENSG00000153498
SPACA9	C9orf9	Mast	11092	ENSG00000165698
SPACR~withdrawn				
SPAG1		SP75, FLJ32920, HSD-3.8, TPIS, CT140, CILD28	6674	ENSG00000104450
SPAG2~withdrawn				
SPAG4		SUN4, CT127	6676	ENSG00000061656
SPAG5		DEEPEST, MAP126, hMAP126	10615	ENSG00000076382
SPAG5-AS1			100506436	ENSG00000227543
SPAG6		Repro-SA-1, pf16, CT141	9576	ENSG00000077327
SPAG7		FSA-1, ACRP, MGC20134	9552	
SPAG8		hSMP-1, HSD-1, BS-84, SPAG3, CT142	26206	ENSG00000137098
SPAG9		HSS, SYD1, KIAA0516, MGC14967, MGC74461, MGC117291, JLP, PHET, HLC4, FLJ13450, FLJ14006, FLJ26141, FLJ34602, CT89, JIP4, JIP-4, PIG6	9043	ENSG00000008294
SPAG10~withdrawn				
SPAG11A		HE2, EDDM2A	653423	ENSG00000178287
SPAG11B		HE2, EP2, EP2C, EP2D, EDDM2B	10407	ENSG00000164871
SPAG16		PF20, FLJ22724, DKFZp666P1710, WDR29	79582	ENSG00000144451
SPAG16-DT			100130451	ENSG00000196096
SPAG17		FLJ34497, PF6, RP4-776P7.2, CT143	200162	ENSG00000155761
SPAM1		HYAL5, PH-20, SPAG15	6677	ENSG00000106304
SPANX~withdrawn				
SPANXA1	SPANX	NAP-X, SPAN-Xa, SPAN-Xb, CT11.1	30014	ENSG00000198021
SPANXA2	SPANX		728712	ENSG00000203926
SPANXA2-OT1	CXorf18	FLJ36186	619455	ENSG00000277215
SPANXB1	SPANXB2, SPANXF1, SPANXF2	CT11.2	728695	ENSG00000227234
SPANXB2~withdrawn				
SPANXC		CTp11, CT11.3	64663	ENSG00000198573
SPANXD	SPANXE	CT11.4	64648	ENSG00000196406
SPANXE~withdrawn				
SPANXF1~withdrawn				
SPANXF2~withdrawn				
SPANXN1		SPANX-N1, CT11.6	494118	ENSG00000203923
SPANXN2		SPANX-N2, CT11.7	494119	ENSG00000268988
SPANXN3		SPANX-N3, CT11.8	139067	ENSG00000189252
SPANXN4		SPANX-N4, CT11.9	441525	ENSG00000189326
SPANXN5		SPANX-N5, CT11.10	494197	
SPAR~withdrawn				
SPARC	ON		6678	ENSG00000113140
SPARCL1		MAST9	8404	ENSG00000152583
SPART	SPG20	KIAA0610, TAHCCP1	23111	ENSG00000133104
SPART-AS1	C13orf43, SPG20OS, SPG20-AS1		100507135	ENSG00000120664
SPAST	SPG4	FSP2, ADPSP, KIAA1083	6683	ENSG00000021574
SPAT~withdrawn				
SPATA1		SP-2	100505741	ENSG00000122432
SPATA2		KIAA0757, PD1, tamo, PPP1R145	9825	ENSG00000158480
SPATA2L	C16orf76	MGC26885, tamo	124044	ENSG00000158792
SPATA2P1				ENSG00000228319
SPATA3		TSARG1	130560	ENSG00000173699
SPATA3-AS1			348761	ENSG00000238062
SPATA4		TSARG2, SPEF1B	132851	ENSG00000150628
SPATA5		SPAF, AFG2	166378	ENSG00000145375
SPATA5L1		MGC5347, FLJ12286	79029	ENSG00000171763
SPATA6		SRF1, FLJ10007, SRF-1	54558	ENSG00000132122
SPATA6L	C9orf68	FLJ10058	55064	ENSG00000106686
SPATA7	LCA3	HSD3	55812	
SPATA8		MGC44294	145946	ENSG00000185594
SPATA8-AS1			100652749	ENSG00000259282
SPATA9		NYD-SP16, FLJ35906	83890	ENSG00000145757
SPATA12			353324	ENSG00000186451
SPATA13		FLJ31208, ARHGEF29	221178	ENSG00000182957
SPATA13-AS1		100874231	ENSG00000227213
SPATA16		NYD-SP12	83893	ENSG00000144962
SPATA17		IQCH	128153	ENSG00000162814
SPATA17-AS1				ENSG00000234070
SPATA18		FLJ32906	132671	ENSG00000163071
SPATA19		FLJ25851, spergen1, SPAS1, CT132	219938	
SPATA20		FLJ21347, SSP411, Tisp78	64847	ENSG00000006282
SPATA20P1				ENSG00000231123
SPATA21		spergen-2, spergen2	374955	ENSG00000187144
SPATA22		NYD-SP20	84690	
SPATA24		T6441, CCDC161	202051	ENSG00000170469
SPATA25	C20orf165	dJ337O18.8, TSG23	128497	ENSG00000149634
SPATA31A1	C9orf36, FAM75A1, SPATA31A2, FAM75A2	DKFZP434B204, C9orf36A	647060	ENSG00000204849
SPATA31A2~withdrawn				
SPATA31A3	FAM75A3	OTTHUMG00000013164, DKFZp434B204	727830	ENSG00000275969
SPATA31A4~withdrawn				
SPATA31A5	FAM75A5	OTTHUMG00000013204	727905	ENSG00000276581
SPATA31A6	FAM75A6	OTTHUMG00000013224	389730	ENSG00000185775
SPATA31A7	FAM75A7, SPATA31A4, FAM75A4		26165	ENSG00000276040
SPATA31B1P	C9orf36B, FAM75B, SPATA31B1	bA388B24.2	404770	ENSG00000231649
SPATA31C1	FAM75C1	FLJ36055	441452	ENSG00000230246
SPATA31C2	FAM75C2	DKFZP434M131	645961	ENSG00000177910
SPATA31D1	FAM75D1	FLJ46321	389763	ENSG00000214929
SPATA31D2P	FAM75D2P		100130636	ENSG00000237770
SPATA31D3	FAM75D3	FLJ44082	389762	ENSG00000186788
SPATA31D4	FAM75D4	FLJ43859	389761	ENSG00000189357
SPATA31D5P	FAM75D5	FLJ43950, FAM75D5P	347127	ENSG00000240632
SPATA31E1	C9orf79, FAM75E1	FLJ35866	286234	ENSG00000177992
SPATA31E2P	FAM75E2P		646177	ENSG00000258916
SPATA31E3P	FAM75E3P		646507	ENSG00000274279
SPATA32	C17orf46, TEX34	FLJ25414, AEP2, VAD1.2	124783	ENSG00000184361
SPATA33	C16orf55	FLJ31606	124045	ENSG00000167523
SPATA41		FLJ42289, HSD47	388182	ENSG00000189419
SPATA42		SRG7, AKNAD1-AS1, LOC642864	642864	ENSG00000203897
SPATA45	C1orf227	LOC149643	149643	ENSG00000185523
SPATA46	C1orf111		284680	ENSG00000171722
SPATA48	C7orf72		100130988	ENSG00000164500
SPATC1		MGC61633, SPATA15, SPERIOLIN	375686	ENSG00000186583
SPATC1L	C21orf56		84221	ENSG00000160284
SPATS1		SPATA8, FLJ25442, SRSP1	221409	ENSG00000249481
SPATS2		SPATA10, SCR59, FLJ13117	65244	
SPATS2L		DNAPTP6, SGNP	26010	ENSG00000196141
SPC24	SPBC24	FLJ90806	147841	
SPC25	SPBC25	MGC22228, AD024	57405	ENSG00000152253
SPCH1~withdrawn				
SPCS1		SPC12, HSPC033, YJR010C-A, SPC1	28972	ENSG00000114902
SPCS2		KIAA0102	9789	ENSG00000118363
SPCS2P1	SPCS2P		100131250	ENSG00000260928
SPCS2P2			644573	ENSG00000270623
SPCS2P3			100288739	ENSG00000247872
SPCS2P4			653566	ENSG00000228589
SPCS3		FLJ22649, SPC22/23, SPC3, YLR066W, PRO3567	60559	ENSG00000129128
SPD~withdrawn				
SPDEF		PDEF, bA375E1.3	25803	ENSG00000124664
SPDL1	CCDC99	FLJ20364, hSpindly	54908	ENSG00000040275
SPDYA	SPDY1	SPY1, Ringo3	245711	ENSG00000163806
SPDYC		Ringo2	387778	ENSG00000204710
SPDYE1	WBSCR19	Ringo1, SPDYE	285955	ENSG00000136206
SPDYE2		MGC119295	441273	ENSG00000205238
SPDYE2B			100310812	ENSG00000173678
SPDYE3			441272	ENSG00000214300
SPDYE4			388333	ENSG00000183318
SPDYE5			442590	ENSG00000170092
SPDYE6			729597	ENSG00000260097
SPDYE7P			441251	ENSG00000179994
SPDYE8P			728524	ENSG00000273520
SPDYE9P			643909	ENSG00000262461
SPDYE10P			643862	ENSG00000274570
SPDYE11			100996746	ENSG00000275976
SPDYE12P			100101268	ENSG00000184616
SPDYE13P			105180390	ENSG00000274959
SPDYE14P			641776	ENSG00000278807
SPDYE15P			105180391	ENSG00000278080
SPDYE16			102723555	ENSG00000185040
SPDYE17			102723849	ENSG00000186645
SPDYE18			100505767	ENSG00000205482
SPDYE19P			100130307	ENSG00000275328
SPDYE20P			101060280	ENSG00000277327
SPDYE21P			442572	ENSG00000230358
SPDYE22P			100420854	ENSG00000266537
SPECC1	CYTSB	HCMOGT-1, FLJ36955, NSP	92521	ENSG00000128487
SPECC1L	CYTSA	KIAA0376	23384	ENSG00000100014
SPECC1L-ADORA2A			101730217	ENSG00000258555
SPECC1P1			100418862	ENSG00000227790
SPECC1P2				ENSG00000244456
SPEF1	C20orf28	DKFZP434I114, SPEF1A, CLAMP	25876	ENSG00000101222
SPEF2		KPL2, FLJ23577, CT122	79925	ENSG00000152582
SPEG	APEG1	MGC12676, KIAA1297, SPEGalpha, SPEGbeta, BPEG, MYLK6	10290	ENSG00000072195
SPEGNB			100996693	
SPEM1	C17orf83	FLJ40081	374768	ENSG00000181323
SPEM2	C17orf74		201243	ENSG00000184560
SPEM3			107983988	ENSG00000283439
SPEN		KIAA0929, MINT, SHARP, RBM15C	23013	ENSG00000065526
SPERT		NURIT, CBY2	220082	ENSG00000174015
SPESP1		SP-ESP	246777	
SPG1~withdrawn				
SPG2~withdrawn				
SPG3B				
SPG5A~withdrawn				
SPG5B				
SPG6~withdrawn				
SPG7	CMAR	CAR, SPG5C	6687	ENSG00000197912
SPG8~withdrawn				
SPG9~withdrawn				
SPG10~withdrawn				
SPG11	KIAA1840	FLJ21439	80208	ENSG00000104133
SPG12~withdrawn				
SPG13~withdrawn				
SPG14			57309	
SPG15~withdrawn				
SPG16				
SPG17~withdrawn				
SPG18~withdrawn				
SPG19			140907	
SPG21		ACP33, GL010, BM-019, MAST, ABHD21	51324	ENSG00000090487
SPG23			353293	
SPG24			338090	
SPG25				
SPG26~withdrawn				
SPG27			414886	
SPG28~withdrawn				
SPG29			619379	
SPG30~withdrawn				
SPG32		SPG29		
SPG34				
SPG35~withdrawn				
SPG36				
SPG37				
SPG38				
SPG41				
SPG42~withdrawn				
SPG43~withdrawn				
SPG45				
SPG46~withdrawn				
SPG47~withdrawn				
SPG56				
SPHAR			10638	ENSG00000213029
SPHK1		SPHK	8877	
SPHK2			56848	ENSG00000063176
SPHKAP		SKIP	80309	ENSG00000153820
SPI1		PU.1, SPI-A, OF, SFPI1, SPI-1	6688	ENSG00000066336
SPIB		SPI-B	6689	ENSG00000269404
SPIC		MGC40611, SPI-C	121599	ENSG00000166211
SPICE1	CCDC52	SPICE	152185	ENSG00000163611
SPIDR	KIAA0146		23514	ENSG00000164808
SPIN1	SPIN	TDRD24	10927	ENSG00000106723
SPIN2A	SPIN2	DXF34, TDRD25	54466	ENSG00000147059
SPIN2B		SPIN-2, TDRD26	474343	ENSG00000186787
SPIN3		TDRD27	169981	ENSG00000204271
SPIN4		FLJ44984, TDRD28	139886	ENSG00000186767
SPIN4-AS1				ENSG00000233661
SPINDOC	C11orf84	SPIN-DOC	144097	ENSG00000168005
SPINK1		Spink3, PCTT, PSTI, TATI	6690	ENSG00000164266
SPINK2		HUSI-II	6691	ENSG00000128040
SPINK4		PEC-60, MGC133107	27290	ENSG00000122711
SPINK5		VAKTI, LEKTI, LETKI, NETS, NS, FLJ21544, FLJ97536, FLJ97596, FLJ99794, DKFZp686K19184	11005	ENSG00000133710
SPINK6		MGC21394, UNQ844, BUSI2	404203	ENSG00000178172
SPINK7		ECG2, ECRG2	84651	ENSG00000145879
SPINK8			646424	ENSG00000229453
SPINK9			643394	ENSG00000204909
SPINK13		SPINK5L3, LiESP6, HESPINTOR, MGC149260	153218	ENSG00000214510
SPINK14		SPINK5L2	408187	ENSG00000196800
SPINT1		HAI, MANSC2	6692	ENSG00000166145
SPINT1-AS1		RP11-532F12.5	102724362	ENSG00000261183
SPINT2		Kop, HAI-2	10653	ENSG00000167642
SPINT3		HKIB9	10816	ENSG00000101446
SPINT4	C20orf137	dJ601O1.1	391253	ENSG00000149651
SPINT5P	C20orf168	dJ447F3.6		ENSG00000168630
SPIRE1		spir-1, KIAA1135	56907	ENSG00000134278
SPIRE2		spir-2, KIAA1832	84501	
SPN		LSN, CD43, GPL115	6693	ENSG00000197471
SPNS1		HSpin1, nrs, SPINL, PP2030, SPIN1, LAT, SLC62A1	83985	ENSG00000169682
SPNS2		SLC62A2	124976	ENSG00000183018
SPNS3		MGC29671, SLC62A3	201305	ENSG00000182557
SPO11		CT35, SPATA43, TOPVIA	23626	ENSG00000054796
SPOCD1		FLJ25348, PPP1R146	90853	ENSG00000134668
SPOCK1	TIC1, SPOCK	testican-1	6695	ENSG00000152377
SPOCK2		KIAA0275, testican-2	9806	ENSG00000107742
SPOCK3		testican-3	50859	ENSG00000196104
SPON1		KIAA0762, f-spondin	10418	ENSG00000262655
SPON1-AS1		RP11-21, L19.1		ENSG00000254418
SPON2		DIL1	10417	ENSG00000159674
SPOP		TEF2, BTBD32	8405	ENSG00000121067
SPOPL		BTBD33	339745	ENSG00000144228
SPOUT1	C9orf114	HSPC109, CENP-32	51490	ENSG00000198917
SPP1	BNSP, OPN	BSPI, ETA-1	6696	ENSG00000118785
SPP2		SPP24	6694	ENSG00000072080
SPPL2A		IMP3, PSL2	84888	ENSG00000138600
SPPL2B		IMP4, PSL1, KIAA1532	56928	ENSG00000005206
SPPL2C		IMP5	162540	ENSG00000185294
SPPL3		IMP2, PSL4, MGC90402, MGC126674, MGC126676, DKFZP586C1324	121665	ENSG00000157837
SPR		SDR38C1	6697	ENSG00000116096
SPRED1		FLJ33903, PPP1R147	161742	ENSG00000166068
SPRED2		Spred-2, FLJ21897, FLJ31917	200734	ENSG00000198369
SPRED3			399473	
SPRL6B~withdrawn				
SPRN		Shadoo, Sprn, bA108K14.1, FLJ41197	503542	ENSG00000203772
SPRNP1		FLJ44653	399833	
SPRR1~withdrawn				
SPRR1A			6698	ENSG00000169474
SPRR1B	SPRR1	GADD33	6699	ENSG00000169469
SPRR2A			6700	ENSG00000241794
SPRR2B			6701	ENSG00000196805
SPRR2C			6702	ENSG00000229035
SPRR2D			6703	ENSG00000163216
SPRR2E			6704	ENSG00000203785
SPRR2F			6705	ENSG00000244094
SPRR2G			6706	ENSG00000159516
SPRR3			6707	ENSG00000163209
SPRR4			163778	ENSG00000184148
SPRR5				ENSG00000283227
SPRTN	C1orf124	DKFZP547N043, Spartan, DVC1	83932	ENSG00000010072
SPRY1		hSPRY1	10252	ENSG00000164056
SPRY2		hSPRY2	10253	ENSG00000136158
SPRY3		HSPRY3	10251	ENSG00000168939
SPRY4			81848	ENSG00000187678
SPRY4-AS1		THCAT68	101926941	ENSG00000231185
